entries|examples|translation|nwords|counter|firsttime|lasttime
geehrt|Sehr geehrte Damen und Herren, …|Dear Ladies and Gentlemen, … |1|0|never|never
geeignet|Dieses Spiel ist nicht für Kinder unter drei Jahren geeignet.|This game is not suitable for children under three years. |1|0|never|never
die Gefahr, -en|Betreten der Baustelle auf eigene Gefahr.|Enter the construction site at your own risk. |2|0|never|never
gefährlich|1. Achtung, hier ist eine gefährliche Kurve! 2. Du darfst nicht bei Rot über die Straße gehen. Das ist gefährlich.|1. Attention, here is a dangerous curve! 2. You can not go over the street at red. This is dangerous. |1|0|never|never
gefallen, gefällt, gefiel, hat gefallen|1. Wie gefällt es Ihnen hier? 2. Der Pullover gefällt mir gut.|1. How do you like it here? 2. I like the sweater. |4|0|never|never
sich etwas gefallen lassen, lässt sich etwas gefallen, ließ sich etwas gefallen, hat sich etwas gefallen lassen|Das würde ich mir nicht gefallen lassen.|I would not like that. |4|0|never|never
das Gefängnis, -se|Er wurde zu fünf Jahren Gefängnis verurteilt.|He was sentenced to five years in prison. |2|0|never|never
das Gefühl, -e|Ich glaube, ich schaffe die Prüfung. Ich habe ein gutes Gefühl.|I think I can do the exam. I have a good feeling. |2|0|never|never
gegen|1. Ich bin gegen einen Baum gefahren. 2. Das ist gegen die Vorschrift. 3. Haben Sie ein Mittel gegen Grippe? 4. Wir liefern nur gegen bar. 5. Ich bin gegen 14 Uhr wieder da. 6. Ich bin gegen diesen Vorschlag. 7. Wer spielt gegen wen?|1. I went against a tree. 2. This is against the regulation. 3. Do you have a remedy against flu? 4. We only deliver against bar. 5. I'm back at 2pm. 6. I am against this proposal. 7. Who plays against whom? |1|0|never|never
der Gegner, -|1. Sie ist eine Gegnerin von Tierversuchen. 2. Die Mannschaft aus Frankreich war ein sehr starker Gegner.|1. It is an opponent of animal experiments. 2. The team from France was a very strong opponent. |2|0|never|never
die Gegend, -en|1. Der Schwarzwald ist eine sehr schöne Gegend. 2. Die Schule muss hier in der Gegend sein.|1. The Black Forest is a very nice area. 2. The school must be here in the area. |2|0|never|never
der Gegensatz, ¨-e|1. Diese beiden Meinungen stehen in starkem Gegensatz zueinander. 2. Im Gegensatz zu ihm ist sein Vater ziemlich klein.|1. These two opinions are in strong contrast to each other. 2. In contrast to him, his father is quite small. |2|0|never|never
der Gegenstand, ¨-e|1. Ich schließe meine persönlichen Gegenstände im Schwimmbad lieber in ein Fach ein. 2. Eine Durchsage der Polizei: Auf der A8 liegen Gegenstände auf der Fahrbahn.|1. I prefer to join my personal items in the swimming pool in a subject. 2. An announcement of the police: on the A8 are objects on the road. |2|0|never|never
das Gegenteil, -e|1. Das Gegenteil von „klein“ ist „groß“. 2. Sie ist das genaue Gegenteil von ihrem Bruder. 3. Du bist sicher müde. – Nein, ganz im Gegenteil!|"1. The opposite of ""small"" is ""big"". 2. She is the exact opposite of her brother. 3. You are sure tired. - No, just the opposite! "|2|0|never|never
gegenüber|1. Das Geschäft liegt direkt gegenüber der Post. 2. Dem Gast gegenüber ist das Rauchen nicht höflich. 3. Das Café liegt gegenüber vom Bahnhof.|1. The business is directly opposite the post office. 2. Opposite the guest is not politely smoking. 3. The café is opposite from the train station. |1|0|never|never
das Gehalt, ¨-er|Ich bin mit meinem Gehalt zufrieden.|I am satisfied with my salary. |2|0|never|never
das Geheimnis, -se|Das kann ich dir nicht sagen. Das ist ein Geheimnis.|I can not tell you that. That's a secret. |2|0|never|never
geheim|Das ist geheim. Du darfst es niemandem sagen.|That's a secret. You can not tell anyone. |1|0|never|never
gehen, geht, ging, ist gegangen|1. Ich gehe jeden Morgen zu Fuß zur Arbeit. 2. Meine Tochter geht noch aufs Gymnasium. 3. Ich muss jetzt leider gehen. 4. Ein Freund von mir geht ins Ausland. 5. Der nächste Zug geht erst in zwei Stunden. 6. Am Anfang ging alles ganz gut. 7. Geht Ihre Uhr richtig? 8. Geht das bis morgen? – Nein, das geht nicht. Ich brauche mehr Zeit. 9. Der Mantel geht nicht mehr in den Koffer. 10.Das Fenster geht auf die Straße. 11. Geht es hier zum Zentrum? 12.Wie geht es Ihnen heute? 13.Ist das sehr teuer? – Es geht. 14.Um was geht es denn? 15.Warum geht das Licht nicht? 16.Ich weiß nicht, wie das geht.|1. I walk to work every morning. 2. My daughter still goes to the high school. 3. I have to go now. 4. A friend of mine goes abroad. 5. The next train is only in two hours. 6. In the beginning everything went quite well. 7. Go your watch right? 8. Will this go tomorrow? - No, that does not work. I need more time. 9. The coat is no longer in the suitcase. 10.The window goes to the street. 11. Is it the center here? 12.How do you feel today? 13. Is that very expensive? - It works. 14. What is it? 15. Why does not the light go? 16.I do not know how that works. |4|0|never|never
gehören, gehört, gehörte, hat gehört|Gehört Ihnen das Haus?|Does the house belong? |4|0|never|never
der Gehsteig (D, A) → CH: Trottoir|Das Fahrradfahren auf dem Gehsteig ist nicht erlaubt.|The cycling on the sidewalk is not allowed. |2|0|never|never
das Geld|1. Ich habe nicht genug Geld dabei. 2. Sie haben mir zu viel Wechselgeld gegeben.|1. I do not have enough money. 2. You have given me too much change. |1|0|never|never
der Geldautomat, -en (D) → A, CH: Bancomat/Bankomat|Ich hole noch Geld vom Geldautomaten.|I still get money from the ATM. |3|0|never|never
die Geldbörse, -n (A) → Brieftasche; D, CH: Portemonnaie/Portmonee|Ich habe nur Kleingeld in meiner Geldbörse.|I only have small change in my purse. |3|0|never|never
die Gelegenheit, -en|Das Fest ist eine gute Gelegenheit, unsere Freunde zu sehen.|The festival is a good opportunity to see our friends. |2|0|never|never
gelingen, gelingt, gelang, ist gelungen|Es ist mir gelungen, meinen Chef zu überzeugen.|I succeeded in convincing my boss. |4|0|never|never
gelten, gilt, galt, hat gegolten|1. Mein Pass gilt noch ein Jahr. 2. Bitte diesen Zettel gut aufheben: Er gilt als Garantie.|1. My passport is still one year. 2. Please remove this piece of paper well: He is considered a guarantee. |4|0|never|never
gemeinsam|1. Du musst die Wohnung renovieren? Ich helfe dir. Wir können das gemeinsam machen. 2. Wir benutzen die Garage gemeinsam mit dem Nachbarn.|1. You have to renovate the apartment? I'll help you. We can do that together. 2. We use the garage together with the neighbor. |1|1|2021/04/17|2021/04/17
die Gemeinschaft, -en|Rauchen ist in den Gemeinschafts-räumen nicht erlaubt.|Smoking is not allowed in the common areas. You do not allow. |2|0|never|never
das Gemüse|Wir kaufen das Gemüse direkt beim Bauern.|We buy the vegetables directly during the farmer. |1|0|never|never
gemütlich|1. Wir haben eine sehr gemütliche Wohnung. 2. Es ist sehr gemütlich bei dir.|1. We have a very cozy apartment. 2. It is very cozy with you. |1|0|never|never
genau|1. Haben Sie die genaue Zeit? 2. Sind Sie sicher, dass heute Ruhetag ist? – Ja, das weiß ich genau. 3. Die Uhr geht genau. 4. Es ist genau acht Uhr.|1. Do you have the exact time? 2. Are you sure that is today rest day? - Yes, I know exactly. 3. The clock goes exactly. 4. It's exactly eight o'clock. |1|0|never|never
genauso|Katarina sieht genauso aus wie ihre Schwester.|Katarina looks just as her sister. |1|0|never|never
genehmigen, genehmigt, genehmigte, hat genehmigt|Mein Chef hat mir sechs Wochen Urlaub genehmigt.|My boss approved me for six weeks of vacation. |4|0|never|never
die Generation, -en|In diesem Haus wohnen drei Generationen zusammen.|Three generations live together in this house. |2|0|never|never
genießen, genießt, genoss, hat genossen|1. Er kann das Essen leider nicht genießen, weil es zu scharf ist. 2. Sie hat eine gute Ausbildung genossen.|1. Unfortunately, he can not enjoy the food because it is too sharp. 2. She enjoyed a good education. |4|0|never|never
genug|1. Es ist noch genug Suppe da. 2. Ich habe jetzt lange genug gewartet. 3. Ich verdiene nicht genug.|1. There is still enough soup. 2. I have been waiting for a long time. 3. I do not deserve enough. |1|0|never|never
genügen, genügt, genügte, hat genügt|Wie viele Zimmer brauchen Sie? – Mir genügt eine 2-Zimmer-Wohnung.|How many rooms do you need? - I'm enough for a 2-room apartment. |4|0|never|never
das Gepäck|Ich habe mein Gepäck am Bahnhof gelassen.|I left my luggage at the station. |1|0|never|never
gerade|1. Das Bild hängt nicht gerade. 2. Kannst du später noch mal anrufen? Wir sind gerade beim Essen.|1. The picture does not hang. 2. Can you call again later? We are just eating. |1|0|never|never
geradeaus|Fahren Sie geradeaus bis zur nächsten Kreuzung.|Go straight until the next intersection. |1|0|never|never
das Gerät, -e|Ich kaufe meine Elektrogeräte immer gebraucht. Das ist viel billiger.|I buy my electrical appliances always needed. That's a lot cheaper. |2|0|never|never
gerecht|Lass uns den Kuchen gerecht verteilen.|Let us spread the cake. |1|0|never|never
das Gericht, -e|1. Ich habe heute Vormittag einen Termin beim Gericht. 2. Mein Lieblingsgericht ist Pizza.|1. I have an appointment at the court this morning. 2. My favorite dish is pizza. |2|0|never|never
gering|1. Unsere Mannschaft hatte nur eine geringe Chance. 2. Wenn Sie ein geringes Einkommen haben, zahlen Sie nur wenig Steuern.|1. Our team had only a small chance. 2. If you have a low income, you pay little taxes. |1|0|never|never
gern/gerne|1. Ich helfe Ihnen gern. 2. Kaffee oder Tee? – Ich möchte lieber einen Tee. 3. Am liebsten trinke ich Kaffee.|1. I would like to help you. 2. Coffee or tea? - I'd rather want a tea. 3. I like to drink coffee. |1|0|never|never
gesamt-/Gesamt-|1. Ich habe meine gesamten Bücher verschenkt. 2. z. B. Gesamtgewicht, Gesamtsumme|1. I gave away my entire books. 2. z. B. Total weight, total amount |1|0|never|never
das Geschäft, -e|1. Die Geschäfte schließen um 18.30 Uhr. 2. Wissen Sie, wo hier ein Schuhgeschäft ist?|1. The shops close at 18.30. 2. Do you know where a shoe store is here? |2|0|never|never
geschehen, geschieht, geschah, ist geschehen|Vielen Dank für Ihre Hilfe. – Gern geschehen.|Many thanks for your help. - You are welcome. |4|0|never|never
das Geschenk, -e|Vielen Dank für das Geschenk.|Thank you for the gift. |2|0|never|never
die Geschichte, -n|1. Ich interessiere mich nicht für Geschichte. 2. Abends erzähle ich meinen Kindern immer eine Geschichte.|1. I am not interested in history. 2. In the evening I always tell my children a story. |2|0|never|never
geschieden|Ich bin seit drei Jahren geschieden.|I have been divorced for three years. |1|0|never|never
das Geschirr|Für die Geburtstagsfeier brauche ich Geschirr für zwölf Personen.|For the birthday party I need dishes for twelve people. |1|0|never|never
das Geschlecht, -er|Bitte kreuzen Sie an: „Geschlecht: weiblich/männlich“.|"Please tick: ""Gender: female / male"". "|2|0|never|never
der Geschmack|Ich möchte bitte Kaugummi mit Erdbeergeschmack.|I want chewing gum with strawberry taste. |1|0|never|never
die Geschwindigkeit, -en|Das Auto fuhr mit zu hoher Geschwindigkeit.|The car drove at high speed. |2|0|never|never
die Geschwindigkeitsbeschränkung, -en|Bitte beachten Sie die Geschwindigkeitsbeschränkungen.|Please note the speed restrictions. |2|0|never|never
die Geschwister (Pl.)|Die Geschwister sehen sich nur selten.|The siblings are rarely seen. |1|0|never|never
die Gesellschaft, -en|1. Er will die Gesellschaft verändern. 2. Meine Frau arbeitet bei einer Versicherungsgesellschaft. 3. Ich fühle mich in großer Gesellschaft wohl.|1. He wants to change society. 2. My wife works with an insurance company. 3. I feel well in great society. |2|0|never|never
das Gesetz, -e|Das Parlament hat ein neues Gesetz beschlossen.|Parliament has decided a new law. |2|0|never|never
das Gesicht, -er|1. Wasch dir bitte das Gesicht. 2. Mach doch kein so trauriges Gesicht!|1. Please leave the face. 2. Do not make such a sad face! |2|0|never|never
gespannt|Ich bin gespannt, wer bei diesem Spiel gewinnt.|I'm curious who wins this game. |1|0|never|never
das Gespräch, -e|1. Herr Müller ist gerade in einem Gespräch. 2. Ich erwarte ein Gespräch aus Berlin.|1. Mr. Müller is just in a conversation. 2. I expect a conversation from Berlin. |2|0|never|never
gestern|Ich bin erst gestern zurückgekommen.|I came back yesterday. |1|0|never|never
gesund|1. Ich hatte Grippe. Jetzt bin ich wieder gesund. 2. Zu viel Zucker ist nicht gesund.|1. I had flu. Now I'm healthy again. 2. Too much sugar is not healthy. |1|0|never|never
die Gesundheit|1. Sie müssen mehr auf Ihre Gesundheit achten. 2. Gesundheit! Sind Sie erkältet?|1. You have to pay more attention to your health. 2. Health! Are you a cold? |1|0|never|never
das Getränk, -e|1. Besorgst du bitte die Getränke? 2. Bitte die Getränkekarte! 3. Mein Lieblingsgetränk ist Tomatensaft.|1. Are you asking the drinks? 2. Please be the beverage card! 3. My favorite drink is tomato juice. |2|0|never|never
die Gewalt, -en|1. Ich mag keine Filme, in denen Gewalt vorkommt. 2. Die Tür ließ sich nur mit Gewalt öffnen.|1. I do not like any movies in which violence occurs. 2. The door could only be opened with violence. |2|0|never|never
die Gewerkschaft, -en|Die Gewerkschaft vertritt die Interessen der Arbeitnehmer.|The union represents the interests of workers. |2|0|never|never
das Gewicht, -e|1. Wie teuer ist das Päckchen? – Das hängt vom Gewicht ab. 2. Sie dürfen Gepäck bis zu einem Gewicht von 15 kg mitnehmen.|1. How expensive is the parcel? - That depends on the weight. 2. You may take luggage up to a weight of 15 kg. |2|0|never|never
gewinnen, gewinnt, gewann, hat gewonnen|1. Ich möchte so gern einmal im Lotto gewinnen. 2. Unsere Mannschaft hat gewonnen.|1. I would like to win once in the lottery. 2. Our team has won. |4|0|never|never
der Gewinn, -e|Ich habe bei einem Ratespiel mitge - macht. Der Hauptgewinn ist ein Auto.|I have with a guess game. The main profit is a car. |2|0|never|never
das Gewissen|Ich habe deinen Geburtstag vergessen. Ich habe ein ganz schlechtes Gewissen.|I forgot your birthday. I have a very bad conscience. |1|0|never|never
das Gewitter, -|Es wird gleich ein Gewitter geben.|There will be a thunderstorm right away. |2|0|never|never
gewöhnen, gewöhnt, gewöhnte, hat gewöhnt/ist gewöhnt|1. Wir haben uns an das Leben hier gewöhnt. 2. Ich bin daran gewöhnt, früh aufzustehen.|1. We got used to life here. 2. I'm used to getting up early. |4|0|never|never
die Gewohnheit, -en|1. Er hat die Gewohnheit, morgens zuerst die Post zu erledigen. 2. Aus alter Gewohnheit treffen wir uns jeden Samstagabend.|1. He has the habit of doing the post first in the morning. 2. From ancient habit we meet every Saturday evening. |2|0|never|never
gewohnt|Ich bin gewohnt, früh ins Bett zu gehen.|I am used to go to bed early. |1|0|never|never
gewöhnlich|Um die Zeit ist er gewöhnlich zu Hause.|At the time he is usually at home. |1|0|never|never
